Assc.	Lineage	Superorder	Orders	Family	OrdersEnglish	MYA	ScientificName	EnglishName	NCBI taxon ID	AssemblyId	asmId	sciName	comName	VGPLineage
GCA_947623445.1	Invertebrates	Tunicata	Enterogona	Clavelinidae	Tunicates	750	Clavelina lepadiformis	light-bulb sea squirt	159417	kaClaLepa1	GCA_947623445.1_kaClaLepa1.1	Clavelina lepadiformis	light-bulb sea squirt (2022)	otherChordates
GCA_947650265.1	Fishes	Actinopterygii (Ray-finned Fishes)	Labriformes sensu stricto	Labridae	Wrasses	64	Symphodus melops	corkwing wrasse	171736	fSymMel2	GCA_947650265.1_fSymMel2.1	Symphodus melops	corkwing wrasse (primary hap 2022)	fish
GCA_949152265.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Cyprinidae	Carps/Minnows/Loaches	175	Phoxinus phoxinus	Eurasian minnow	58324	fPhoPho1	GCA_949152265.1_fPhoPho1.1	Phoxinus phoxinus	Eurasian minnow (primary hap 2023)	fish
GCA_949316315.1	Mammals	Supraprimates (Euarchontoglires)	Rodentia (Muridae)	Muridae	Mice, Rats	50	Mus musculus	house mouse	10090	mMusMuc1.1	GCA_949316315.1_mMusMuc1.1	Mus musculus	house mouse (primary hap 2023)	mammals
GCA_949319135.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Cyprinidae	Carps/Minnows/Loaches	175	Squalius cephalus	European chub	8284	fSquCep2.1	GCA_949319135.1_fSquCep2.1	Squalius cephalus	European chub (primary hap 2023)	fish
GCA_949357685.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Gobionidae	Carps/Minnows/Loaches	175	Gobio gobio	gudgeon	27704	fGobGob1	GCA_949357685.1_fGobGob1.1	Gobio gobio	gudgeon (primary hap 2023)	fish
GCA_949357725.1	Fishes	Actinopterygii (Ray-finned Fishes)	Uranoscopiformes	Ammodytidae	Stargazers	70	Hyperoplus immaculatus	greater sand eel	1484357	fHypImm3	GCA_949357725.1_fHypImm3.1	Hyperoplus immaculatus	greater sand-eel (primary hap 2023)	fish
GCA_949606895.1	Fishes	Actinopterygii (Ray-finned Fishes)	Perciformes	Nototheniidae	Perch-fishes	50	Notothenia rossii 	marbled rockcod	101497	fNotRos5.1	GCA_949606895.1_fNotRos5.1	Notothenia rossii	marbled rockcod (primary hap 2023)	fish
GCA_949628215.1	Birds	Core waterbirds	Pelicaniformes (Phalacrocoracidae)	Phalacrocoracidae	Cormorants/Anhinga	59.4	Gulosus aristotelis	European shag	126867	bGulAri2.1	GCA_949628215.1_bGulAri2.1	Phalacrocorax aristotelis	European shag (primary hap 2023)	birds
GCA_949748355.1	Fishes	Actinopterygii (Ray-finned Fishes)	Perciformes	Zoarcidae	Perch-fishes	50	Melanostigma gelatinosum	limp eelpout	1091424	fMelGel1.1	GCA_949748355.1_fMelGel1.1	Melanostigma gelatinosum	limp eelpout (primary hap 2023)	fish
GCA_949752795.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Ziphiidae	Whales, dolphines, orcas	54	Hyperoodon ampullatus	North Atlantic bottlenose whale	48744	mHypAmp2.1	GCA_949752795.1_mHypAmp2.1	Hyperoodon ampullatus	northern bottlenose whale (primary hap 2023)	mammals
GCA_949987555.1	Fishes	Actinopterygii (Ray-finned Fishes)	Stomiatiformes/Stomiiformes	Stomiidae	Dragonfishes	140	Borostomias antarcticus	large-eye snaggletooth	473354	fBorAnt1	GCA_949987555.1_fBorAnt1.1	Borostomias antarcticus	large-eye snaggletooth (primary hap 2023)	fish
GCA_949987585.1	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Vespertilionidae	Regular bats	65	Pipistrellus pygmaeus	soprano pipistrelle	246814	mPipPyg2.1	GCA_949987585.1_mPipPyg2.1	Pipistrellus pygmaeus	soprano pipistrelle (primary hap 2023)	mammals
GCA_949987615.1	Fishes	Actinopterygii (Ray-finned Fishes)	Gadiformes	Gadidae	Cods	80	Pollachius pollachius	European pollock	185739	fPolPol2.1	GCA_949987615.1_fPolPol2.1	Pollachius pollachius	pollack (primary hap 2023)	fish
GCA_949987685.1	Fishes	Actinopterygii (Ray-finned Fishes)	Uranoscopiformes	Ammodytidae	Stargazers	70	Ammodytes marinus	lesseer sand eel	146480	fAmmMar1	GCA_949987685.1_fAmmMar1.1	Ammodytes marinus	lesser sand-eel (primary hap 2023)	fish
GCA_951216825.1	Fishes	Actinopterygii (Ray-finned Fishes)	Myctophiformes	Myctophidae	Lanternfishes/Blackchins	175	Electrona antarctica	Antarctic lanternfish	206093	fEleAnt2	GCA_951216825.1_fEleAnt2.1	Electrona antarctica	Antarctic lanternfish (primary hap 2023)	fish
GCA_951394365.1	Birds	GalloAnserformes	Galliformes	Phasianidae	Landfowl	68.95	Tetrao urogallus	Western capercaillie	100830	bTetUro1.1	GCA_951394365.1_bTetUro1.1	Tetrao urogallus	western capercaillie (primary hap 2023)	birds
GCA_951394435.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Balaenopteridae	Whales, dolphines, orcas	54	Stenella coeruleoalba	striped dolphin	9737	mSteCoe1.1	GCA_951394435.1_mSteCoe1.1	Stenella coeruleoalba	striped dolphin (primary hap 2023)	mammals
GCA_951640355.1	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Vespertilionidae	Regular bats	65	Cnephaeus nilssonii 	northern bat	59451	mEptNil1.1	GCA_951640355.1_mEptNil1.1	Cnephaeus nilssonii	northern bat (primary hap 2023)	mammals
GCA_951799395.1	Fishes	Actinopterygii (Ray-finned Fishes)	Argentiniformes	Argentinidae	Smelts/Slickheads	160	Argentina silus	greater argentine	446415	fArgSil1	GCA_951799395.1_fArgSil1.1	Argentina silus	greater argentine (primary hap 2023)	fish
GCA_951799975.1	Fishes	Actinopterygii (Ray-finned Fishes)	Gobiiformes	Gobiidae	Gobies	130	Gobius niger	black goby	85417	fGobNig1	GCA_951799975.1_fGobNig1.1	Gobius niger	black goby (primary hap 2023)	fish
GCA_951802725.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Cyprinidae	Carps/Minnows/Loaches	175	Rutilus rutilus	roach minnow	48668	fRutRut2	GCA_951802725.1_fRutRut2.1	Rutilus rutilus	roach minnow (primary hap 2023)	fish
GCA_951804945.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Podarcis cretensis	Cretan wall lizard	1330250	rPodCre2.1	GCA_951804945.1_rPodCre2.1	Podarcis cretensis	Cretan wall lizard (primary hap 2023)	reptiles
GCA_960531495.1	Fishes	Actinopterygii (Ray-finned Fishes)	Zeiformes	Zeidae	Dories/Zeus fishes	120	Zeus faber	John dory	64108	fZeuFab8	GCA_960531495.1_fZeuFab8.1	Zeus faber	John dory (primary hap 2023)	fish
GCA_963082525.1	Birds	Columbea	Columbiformes	Columbidae	Doves	66.72	Nesoenas mayeri	pink pigeon	187126	bNesMay2	GCA_963082525.1_bNesMay2.1	Nesoenas mayeri	pink pigeon (primary hap 2023)	birds
GCA_963082875.1	Invertebrates	Tunicata	Enterogona	Corellidae	Tunicates	750	Corella eumyota	Orange-tipped sea squirt	431183	kaCorEumy4	GCA_963082875.1_kaCorEumy4.1	Corella eumyota	orange-tipped seq squirt (primary hap 2023)	otherChordates
GCA_963210335.1	Birds	Core landbirds	Falconiformes	Falconidae	Falcons	60.16	Falco punctatus	Mauritius kestrel	148596	bFalPun1	GCA_963210335.1_bFalPun1.1	Falco punctatus	Mauritius kestrel (primary hap 2023)	birds
GCA_963264785.1	Birds	Core landbirds	Psittaciformes 	Psittacidae	Parrots	54.62	Psittacula echo	Mauritius parakeet	232653	bPsiEch3	GCA_963264785.1_bPsiEch3.1	Psittacula echo	Mauritius parakeet (primary hap 2023)	birds
GCA_963280865.1	Fishes	Actinopterygii (Ray-finned Fishes)	Myctophiformes	Myctophidae	Lanternfishes/Blackchins	175	Gymnoscopelus braueri	Brauer's lanternfish	948025	fGymBra2	GCA_963280865.1_fGymBra2.1	Gymnoscopelus braueri	Brauer's lanternfish (primary hap 2023)	fish
GCA_963383615.1	Fishes	Actinopterygii (Ray-finned Fishes)	Blenniiformes	Blenniidae	Blennies	70	Lipophrys pholis	shanny	56720	fLipPho2	GCA_963383615.1_fLipPho2.1	Lipophrys pholis	shanny (primary hap 2023)	fish
GCA_963383645.1	Mammals	Supraprimates (Euarchontoglires)	Rodentia (Gliridae)	Gliridae	Dormice	60	Muscardinus avellanarius	common dormouse	39082	mMusAve1	GCA_963383645.1_mMusAve1.1	Muscardinus avellanarius	hazel dormouse (primary hap 2023)	mammals
GCA_963422515.1	Fishes	Actinopterygii (Ray-finned Fishes)	Blenniiformes	Blenniidae	Blennies	70	Blennius ocellaris	butterfly blenny	195075	fBleOce1	GCA_963422515.1_fBleOce1.1	Blennius ocellaris	butterfly blenny (primary hap 2023)	fish
GCA_963454915.1	Fishes	Actinopterygii (Ray-finned Fishes)	Myctophiformes	Myctophidae	Lanternfishes/Blackchins	175	Gymnoscopelus microlampas	minispotted lanternfish	1090481	fGymMic1	GCA_963454915.1_fGymMic1.1	Gymnoscopelus microlampas	minispotted lanternfish (primary hap 2023)	fish
GCA_963455305.1	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Vespertilionidae	Regular bats	65	Plecotus auritus	brown big-eared bat	61862	mPleAur1	GCA_963455305.1_mPleAur1.1	Plecotus auritus	brown big-eared bat (primary hap 2023)	mammals
GCA_963455335.1	Mammals	Laurasiatheria	Carnivora (Caniformia)	Mustelidae	Dog-like (Seals/Bears/Racoons)	57	Martes martes	European pine marten	29065	mMarMar1	GCA_963455335.1_mMarMar1.1	Martes martes	European pine marten (primary hap 2023)	mammals
GCA_963457635.1	Fishes	Actinopterygii (Ray-finned Fishes)	Pleuronectiformes	Soleidae	Flatfishes	60	Microchirus variegatus	thickback sole	90074	fMicVar1	GCA_963457635.1_fMicVar1.1	Microchirus variegatus	thickback sole (primary hap 2023)	fish
GCA_963457725.1	Fishes	Actinopterygii (Ray-finned Fishes)	Clupeiformes	Clupeidae	Herrings/Anchovies	230	Sprattus sprattus	European sprat	196075	fSprSpr1	GCA_963457725.1_fSprSpr1.1	Sprattus sprattus	European sprat (primary hap 2023)	fish
GCA_963513975.1	Birds	Core landbirds	Passeriformes (Oscines)	Fringillidae	Songbirds	29.59	Fringilla coelebs	common chaffinch	37598	bFriCoe1	GCA_963513975.1_bFriCoe1.1	Fringilla coelebs	chaffinch (primary hap 2023)	birds
GCA_963514005.1	Fishes	Chondrichthyes (Cartilaginous Fishes)	Rajiformes	Rajidae	Skates	232	Raja brachyura	blonde ray	223862	sRajBra1	GCA_963514005.1_sRajBra1.1	Raja brachyura	blonde ray (primary hap 2023)	sharks
GCA_963514085.1	Fishes	Actinopterygii (Ray-finned Fishes)	Mugiliformes	Mugilidae	Mullets	80	Chelon labrosus	thicklip grey mullet	48171	fCheLab1	GCA_963514085.1_fCheLab1.1	Chelon labrosus	thicklip grey mullet (primary hap 2023)	fish
GCA_963514095.1	Fishes	Actinopterygii (Ray-finned Fishes)	Perciformes	Triglidae	Perch-fishes	50	Eutrigla gurnardus	grey gurnard	426098	fEutGur1	GCA_963514095.1_fEutGur1.1	Eutrigla gurnardus	grey gurnard (primary hap 2023)	fish
GCA_963675345.1	Invertebrates	Tunicata	Enterogona	Didemnidae	Tunicates	750	Trididemnum clinides	Trididemnum clinides	641091	kaTriClin1	GCA_963675345.1_kaTriClin1.1	Trididemnum clinides	tunicate T.clinides (primary hap 2023)	otherChordates
GCA_963691815.1	Fishes	Actinopterygii (Ray-finned Fishes)	Trachiniformes	Trachinidae	Weeverfish		Echiichthys vipera	lesser weever	94984	fEchVip8	GCA_963691815.1_fEchVip8.1	Echiichthys vipera	lesser weever (primary hap 2023)	fish
GCA_963854745.1	Fishes	Actinopterygii (Ray-finned Fishes)	Pleuronectiformes	Scophthalmidae	Flatfishes	60	Scophthalmus maximus	turbot	52904	fScoMax1	GCA_963854745.1_fScoMax1.1	Scophthalmus maximus	turbot (primary hap 2023)	fish
GCA_963921795.1	Fishes	Actinopterygii (Ray-finned Fishes)	Myctophiformes	Myctophidae	Lanternfishes/Blackchins	175	Nannobrachium achirus	Lantern fish	473322	fNanAch1	GCA_963921795.1_fNanAch1.1	Nannobrachium achirus	lantern fish (primary hap 2024)	fish
GCA_963924005.1	Fishes	Actinopterygii (Ray-finned Fishes)	Myctophiformes	Myctophidae	Lanternfishes/Blackchins	175	Protomyctophum bolini	Bolin’s lanternfish	443714	fProBol1	GCA_963924005.1_fProBol1.1	Protomyctophum bolini	Bolin's lanternfish (primary hap 2024)	fish
GCA_963924515.1	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Vespertilionidae	Regular bats	65	Vespertilio murinus	particolored bat	59485	mVesMur1	GCA_963924515.1_mVesMur1.1	Vespertilio murinus	particolored bat (primary hap 2024)	mammals
GCA_963924565.1	Invertebrates	Tunicata	Enterogona	Ascidiidae	Tunicates	750	Ascidiella aspersa	European sea squirt	201961	kaAscAspe10	GCA_963924565.1_kaAscAspe10.1	Ascidiella aspersa	tunicate A.aspersa (primary hap 2024)	otherChordates
GCA_963924665.1	Mammals	Supraprimates (Euarchontoglires)	Rodentia (Muridae)	Muridae	Mice, Rats	50	Micromys minutus	European harvest mouse	13151	mMicMin1	GCA_963924665.1_mMicMin1.1	Micromys minutus	European harvest mouse (primary hap 2024)	mammals
GCA_963932225.1	Birds	Core waterbirds	Charadriiformes	Laridae	Plovers	65.56	Larus fuscus	lesser black-backed gull	8915	bLarFus1	GCA_963932225.1_bLarFus1.1	Larus fuscus	lesser black-backed gull (primary hap 2024)	birds
GCA_963969265.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cichliformes 	Cichlidae	Cichlids	88	Rhamphochromis sp. chilingali	Chilingali cichlid	454631	fRhaChi2	GCA_963969265.1_fRhaChi2.1	Rhamphochromis sp. chilingali	Malawi cichlid R.sp.'chilingali' (2024)	fish
GCA_963971535.1	Fishes	Actinopterygii (Ray-finned Fishes)	Aulopiformes	Paralepididae	Lizardfishes	180	Notolepis coatsi	Antarctic jonasfish	948063	fNotCoa1	GCA_963971535.1_fNotCoa1.1	Notolepis coatsorum	Antarctic jonasfish (primary hap 2024)	fish
GCA_963989245.1	Fishes	Actinopterygii (Ray-finned Fishes)	Argentiniformes	Microstomatidae	Smelts/Slickheads	160	Nansenia antarctica	pencil smelt	443705	fNanAnt1	GCA_963989245.1_fNanAnt1.1	Nansenia antarctica	pencil smelt N.antarctica (primary hap 2024)	fish
GCA_963989345.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Waterfowl	68.95	Clangula hyemalis	long-tailed duck	197941	bClaHye2	GCA_963989345.1_bClaHye2.1	Clangula hyemalis	long-tailed duck (primary hap 2024)	birds
GCA_963993115.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Leuciscidae	Carps/Minnows/Loaches	175	Abramis brama	common bream	38527	fAbrBra2.1	GCA_963993115.1_fAbrBra2.1	Abramis brama	common bream (primary hap 2024)	fish
GCA_964030765.1	Fishes	Actinopterygii (Ray-finned Fishes)	Gadiformes	Gadidae	Cods	80	Micromesistius poutassou	blue whiting	348443	fMicPou1	GCA_964030765.1_fMicPou1.1	Micromesistius poutassou	blue whiting (primary hap 2024)	fish
GCA_964034855.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Waterfowl	68.95	Anser brachyrhynchus	pink-footed goose	132585	bAnsBra1	GCA_964034855.1_bAnsBra1.1	Anser brachyrhynchus	pink-footed goose (primary hap 2024)	birds
GCA_964035555.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Waterfowl	68.95	Netta rufina	red-crested pochard	30387	bNetRuf1	GCA_964035555.1_bNetRuf1.1	Netta rufina	red-crested pochard (primary hap 2024)	birds
GCA_964059595.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Waterfowl	68.95	Bucephala clangula	common goldeneye	107022	bBucCla1	GCA_964059595.1_bBucCla1.1	Bucephala clangula	common goldeneye (primary hap 2024)	birds
GCA_964094495.2	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Vespertilionidae	Regular bats	65	Myotis mystacinus	whiskered bat	109479	mMyoMys1	GCA_964094495.2_mMyoMys1.hap1.1	Myotis mystacinus	whiskered bat (hap1 2024)	mammals
GCA_964106545.1	Mammals	Laurasiatheria	Carnivora (Caniformia)	Mustelidae	Dog-like (Seals/Bears/Racoons)	57	Neogale vison	American mink	452646	mNeoVis2	GCA_964106545.1_mNeoVis2.hap1.1	Neogale vison	American mink (hap1 2024)	mammals
GCA_964106645.2	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Podarcis pityusensis	Ibiza wall lizard	74359	rPodPit1	GCA_964106645.2_rPodPit1.hap1.2	Podarcis pityusensis	lizards P.pityusensis (rPodPit1.hap1.2 2024)	reptiles
GCA_964106825.2	Mammals	Laurasiatheria	Carnivora (Caniformia)	Canidae	Dog-like (Seals/Bears/Racoons)	57	Vulpes vulpes	red fox	9627	mVulVul1	GCA_964106825.2_mVulVul1.hap1.2	Vulpes vulpes	red fox (hap1 2024)	mammals
GCA_964106855.1	Birds	Core waterbirds	Gruiformes	Gruidae	Cranes	65.56	Grus grus	Eurasian crane	40816	bGruGru1	GCA_964106855.1_bGruGru1.hap1.1	Grus grus	Eurasian crane (hap1 2024)	birds
GCA_964106895.1	Birds	Core waterbirds	Charadriiformes	Scolopacidae	Plovers	65.56	Numenius arquata	Eurasian curlew	31919	bNumArq3	GCA_964106895.1_bNumArq3.hap1.1	Numenius arquata	Eurasian curlew (hap1 2024)	birds
GCA_964106915.2	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Podarcis gaigeae	Skyros wall lizard	90521	rPodGai1	GCA_964106915.2_rPodGai1.hap1.2	Podarcis gaigeae	Skyros wall lizard (v2 hap1 2024)	reptiles
GCA_964146895.2	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Miniopteridae	Regular bats	65	Miniopterus schreibersii	Schreibers' long-fingered bat	9433	mMinSch1	GCA_964146895.2_mMinSch1.hap1.2	Miniopterus schreibersii	Schreibers' long-fingered bat (v2 hap1 2025)	mammals
GCA_964165515.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Ziphiidae	Whales, dolphines, orcas	54	Mesoplodon bidens	Sowerby's beaked whale	48745	mMesBid2	GCA_964165515.1_mMesBid2.hap1.1	Mesoplodon bidens	Sowerby's beaked whale (hap1 2024)	mammals
GCA_964187855.1	Fishes	Agnatha (Jawless Fishes)	Myxiniformes	Myxinidae	Hagfishes	482	Myxine glutinosa	Atlantic hagfish	7769	kmMyxGlut1	GCA_964187855.1_kmMyxGlut1.1	Myxine glutinosa	Atlantic hagfish (primary hap 2024)	otherChordates
GCA_964188175.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Podarcis siculus	Italian wall lizard	65484	rPodSic1	GCA_964188175.1_rPodSic1.hap1.1	Podarcis siculus	Italian wall lizard (rPodSic1.hap1.1 2024)	reptiles
GCA_964188305.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Podarcis bocagei	Bocage's wall lizard	90520	rPodBoc1	GCA_964188305.1_rPodBoc1.hap1.1	Podarcis bocagei	lizards P.bocagei (rPodBoc1.hap1.1 2024)	reptiles
GCA_964188315.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Podarcis muralis	common wall lizard	64176	rPodMur119	GCA_964188315.1_rPodMur119.hap1.1	Podarcis muralis	common wall lizard (hap1 2024)	reptiles
GCA_964188345.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Waterfowl	68.95	Anas platyrhynchos	mallard	8839	bAnaPla2	GCA_964188345.1_bAnaPla2.hap1.1	Anas platyrhynchos	mallard (hap1 2024)	birds
GCA_964188355.1	Birds	Core landbirds	Accipitriformes	Accipitridae	Eagles/Osprey	60.41	Buteo buteo	common buzzard	30397	bButBut1	GCA_964188355.1_bButBut1.hap1.1	Buteo buteo	common buzzard (bButBut1.hap1.1 2024)	birds
GCA_964188405.1	Fishes	Actinopterygii (Ray-finned Fishes)	Myctophiformes	Myctophidae	Lanternfishes/Blackchins	175	Protomyctophum parallelum 	parallel lanternfish	1091426	fProPar1	GCA_964188405.1_fProPar1.1	Protomyctophum parallelum	parallel lanternfish (primary hap 2024)	fish
GCA_964194105.1	Mammals	Supraprimates (Euarchontoglires)	Rodentia (Sciuridae)	Sciuridae	Squirrels, Chipmunks	55	Spermophilus citellus	European ground squirrel	9997	mSpeCit3	GCA_964194105.1_mSpeCit3.1	Spermophilus citellus	European suslik (primary hap 2024)	mammals
GCA_964194135.1	Mammals	Laurasiatheria	Eulipotyphla (Talpidae)	Talpidae	Moles	66	Talpa europaea	European mole	9375	mTalEur1	GCA_964194135.1_mTalEur1.hap1.1	Talpa europaea	European mole (hap1 2024)	mammals
GCA_964194155.1	Fishes	Chondrichthyes (Cartilaginous Fishes)	Lamniformes	Alopiidae	Mackerel sharks/Great white	169	Cetorhinus maximus	basking shark	57982	sCetMax3	GCA_964194155.1_sCetMax3.hap1.1	Cetorhinus maximus	basking shark (sCetMax3.hap1.1 2024)	sharks
GCA_964194185.1	Mammals	Laurasiatheria	Chiroptera (Yinpterochiroptera)	Rhinolophidae	Megabats	65	Rhinolophus hipposideros	lesser horseshoe bat	77218	mRhiHip2	GCA_964194185.1_mRhiHip2.hap1.1	Rhinolophus hipposideros	lesser horseshoe bat (hap1 2024)	mammals
GCA_964194415.1	Reptiles	Squamata	Serpentes (Viperidae)	Viperidae	Snakes (Cobras/Rattlesnakes)	75	Vipera berus	adder	31155	rVipBer3	GCA_964194415.1_rVipBer3.hap1.1	Vipera berus	adder (hap1 2024)	reptiles
GCA_964195595.2	Birds	Core waterbirds	Procellariiformes	Procellariidae	Fulmars	60.46	Calonectris borealis	Cory's shearwater	1323832	bCalBor7	GCA_964195595.2_bCalBor7.hap1.2	Calonectris borealis	Cory's shearwater (hap1.2 2024)	birds
GCA_964197995.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cypriniformes	Leuciscidae	Carps/Minnows/Loaches	175	Scardinius erythrophthalmus	common rudd	58319	fScaEry2	GCA_964197995.1_fScaEry2.hap1.1	Scardinius erythrophthalmus	rudd (fScaEry2.hap1.1 2024)	fish
GCA_964198595.1	Fishes	Agnatha (Jawless Fishes)	Petromyzontiformes	Petromyzontidae	Lampreys	482	Lampetra fluviatilis	European river lamprey	7748	kcLamFluv1	GCA_964198595.1_kcLamFluv1.1	Lampetra fluviatilis	European river lamprey (primary hap 2024)	otherChordates
GCA_964199755.1	Birds	Core waterbirds	Charadriiformes	Laridae	Plovers	65.56	Larus michahellis	yellow-legged gull	119627	blarMic1	GCA_964199755.1_bLarMic1.1	Larus michahellis	yellow-legged gull (primary hap 2024)	birds
GCA_964204655.1	Amphibians	Caudata	Salamandroidea > (Salamandridae)	Salamandridae	True salamanders, newts	95	Triturus cristatus	warty newt	8323	aTriCri1	GCA_964204655.1_aTriCri1.1	Triturus cristatus	warty newt (primary hap 2024)	amphibians
GCA_964204865.1	Invertebrates	Tunicata	Enterogona	Styelidae	Tunicates	750	Styela clava	leathery sea squirt	7725	kaStyClav1	GCA_964204865.1_kaStyClav1.hap1.1	Styela clava	tunicate S.clava (kaStyClav1.hap1.1 2024)	otherChordates
GCA_964205295.1	Amphibians	Anura	Archaeobatrachia > Discoglossoidea (Bombinatoridae)	Bombinatoridae	Firebelly toads	140	Bombina variegata	yellow-bellied toad	8348	aBomVar4	GCA_964205295.1_aBomVar4.paternal.1	Bombina variegata	yellow-bellied toad (paternal hap 2024)	amphibians
GCA_964211825.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Waterfowl	68.95	Aythya ferina	common pochard	219593	bAytFer1	GCA_964211825.1_bAytFer1.hap1.1	Aythya ferina	common pochard (bAytFer1.hap1.1 2024)	birds
GCA_964211835.1	Birds	GalloAnserformes	Anseriformes	Anatidae	Waterfowl	68.95	Anser anser	domestic goose	8843	bAnsAns1	GCA_964211835.1_bAnsAns1.hap1.1	Anser anser	Domestic goose (bAnsAns1.hap1.1 2024)	birds
GCA_964212035.2	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Vespertilionidae	Regular bats	65	Myotis nattereri	Natterer's bat	109481	mMyoNat1	GCA_964212035.2_mMyoNat1.hap1.2	Myotis nattereri	Natterer's bat (hap1.2 2025)	mammals
GCA_964213995.1	Fishes	Chondrichthyes (Cartilaginous Fishes)	Carcharhiniformes	Triakidae	Ground sharks/Hammerhead	169	Mustelus asterias	starry smooth-hound shark	112232	sMusAst1	GCA_964213995.1_sMusAst1.hap1.1	Mustelus asterias	starry smooth-hound (sMusAst1.hap1.1 2024)	sharks
GCA_964234715.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Podarcis melisellensis	Dalmatian wall lizard	65482	rPodMel1	GCA_964234715.1_rPodMel1.hap1.1	Podarcis melisellensis	lizards P.melisellensis (rPodMel1.hap1.1 2024)	reptiles
GCA_964237585.1	Birds	Core waterbirds	Gruiformes	Rallidae	Cranes	65.56	Gallinula chloropus	common moorhen	9123	bGalChl1	GCA_964237585.1_bGalChl1.hap1.1	Gallinula chloropus	common moorhen (bGalChl1.hap1.1 2024)	birds
GCA_964252035.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Podarcis erhardii	Aegean wall lizard	140042	rPodErh1	GCA_964252035.1_rPodErh1.hap1.1	Podarcis erhardii	lizards P.erhardii (rPodErh1.hap1.1 2024)	reptiles
GCA_964261635.1	Amphibians	Caudata	Salamandroidea > (Salamandridae)	Salamandridae	True salamanders, newts	95	Lissotriton helveticus	palmate newt	256425	aLisHel1	GCA_964261635.1_aLisHel1.1	Lissotriton helveticus	palmate newt (primary hap 2024)	amphibians
GCA_964263255.1	Amphibians	Caudata	Salamandroidea > (Salamandridae)	Salamandridae	True salamanders, newts	95	Lissotriton vulgaris	common newt	8324	aLisVul1	GCA_964263255.1_aLisVul1.1	Lissotriton vulgaris	common newt (primary hap 2024)	amphibians
GCA_964263955.1	Fishes	Actinopterygii (Ray-finned Fishes)	Salmoniformes	Salmonidae	Salmon/Trout/Chars/Whitefish/Graylings	90	Coregonus lavaretus	common whitefish	59291	fCorLav1	GCA_964263955.1_fCorLav1.hap1.1	Coregonus lavaretus	common whitefish (fCorLav1.hap1.1 2024)	fish
GCA_964264875.2	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Vespertilionidae	Regular bats	65	Nyctalus leisleri	lesser noctule	59465	mNycLei1	GCA_964264875.2_mNycLei1.hap1.2	Nyctalus leisleri	lesser noctule (v2 hap1 2025)	mammals
GCA_964266715.1	Fishes	Actinopterygii (Ray-finned Fishes)	Pleuronectiformes	Pleuronectidae	Flatfishes	60	Microstomus kitt	lemon sole	106175	fMicKit1	GCA_964266715.1_fMicKit1.1	Microstomus kitt	lemon sole (primary hap 2024)	fish
GCA_964270895.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Podarcis filfolensis	Filfola wall lizard	65481	rPodFil1	GCA_964270895.1_rPodFil1.hap1.1	Podarcis filfolensis	Filfola wall lizard (rPodFil1.hap1.1 2024)	reptiles
